PGR,PUT,2002-05-07,57.2,1.25,2002-05-13,57.5,-0.62,2002,0,,-0.62,60.0,2002-06-22,4.0,3.2,1,-80.00,0,,-80.00,0,2020-04-18,
MU,PUT,2002-04-24,27.3,1.66,2002-05-13,23.6,0.61,2002,1,0.61,,30.0,2002-06-22,4.3,6.6,2,460.00,1,460.00,,0,2020-04-18,
NBR,CALL,2002-05-13,47.77,1.55,2002-05-14,47.07,-0.73,2002,0,,-0.73,45.0,2002-06-22,4.59,3.7,1,-89.00,0,,-89.00,0,2020-04-18,
QLGC.201608,CALL,2002-05-14,52.7,3.08,2002-05-15,50.19,-0.91,2002,0,,-0.91,50.0,2002-06-22,6.3,4.5,1,-180.00,0,,-180.00,0,2020-04-18,
NVDA,CALL,2002-05-14,37.17,2.78,2002-05-16,37.97,-0.36,2002,0,,-0.36,35.0,2002-06-22,5.09,5.2,1,11.00,1,11.00,,0,2020-04-18,
FMKT.200406,PUT,2002-05-22,16.73,1.73,2002-05-29,16.5,-0.43,2002,0,,-0.43,17.5,2002-07-20,2.65,2.4,2,-50.00,0,,-50.00,0,2020-04-18,
BBY,PUT,2002-05-22,46.72,1.51,2002-06-05,44.05,0.38,2002,1,0.38,,47.5,2002-07-20,3.6,4.7,2,220.00,1,220.00,,0,2020-04-18,
CVC.201606,PUT,2002-06-03,17.48,1.36,2002-06-10,14.39,0.64,2002,1,0.64,,20.0,2002-07-20,3.6,5.9,2,460.00,1,460.00,,0,2020-04-18,
AZO,CALL,2002-06-07,82.95,2.38,2002-06-11,82.27,-0.64,2002,0,,-0.64,80.0,2002-07-20,5.6,4.7,1,-90.00,0,,-90.00,0,2020-04-18,
CI,PUT,2002-06-07,102.3,2.04,2002-06-18,102.92,-0.65,2002,0,,-0.65,105.0,2002-07-20,5.5,4.3,1,-120.00,0,,-120.00,0,2020-04-18,
IBM,PUT,2002-06-19,73.34,2.24,2002-06-24,69.7,0.31,2002,1,0.31,,75.0,2002-07-20,4.7,6.7,1,200.00,1,200.00,,0,2020-04-18,
CI,PUT,2002-06-19,100.68,2.02,2002-06-25,96.98,0.42,2002,1,0.42,,105.0,2002-07-20,5.9,8.19,1,229.00,1,229.00,,0,2020-04-18,
ICOS.200701,PUT,2002-06-21,17.97,1.54,2002-06-26,17.3,-0.28,2002,0,,-0.28,20.0,2002-07-20,3.2,3.3,1,10.00,1,10.00,,0,2020-04-18,
LLL,PUT,2002-06-26,51.35,2.83,2002-06-27,54.9,-1.00,2002,0,,-1.00,55.0,2002-08-17,6.5,4.3,1,-220.00,0,,-220.00,0,2020-04-18,
NOC,PUT,2002-07-01,118.18,3.57,2002-07-11,113.92,0.10,2002,1,0.10,,120.0,2002-08-17,6.9,9.6,1,270.00,1,270.00,,0,2020-04-18,
CVC.201606,PUT,2002-06-20,13.91,1.16,2002-07-19,16.32,-1.00,2002,0,,-1.00,15.0,2002-07-20,2.45,5.7,2,650.00,1,650.00,,0,2020-04-18,
DNA.200903,PUT,2002-07-02,29.95,2.11,2002-07-03,28.7,-0.20,2002,0,,-0.20,35.0,2002-08-17,6.8,7.4,1,60.00,1,60.00,,0,2020-04-18,
